"Address","Zip","2016-2020","2021-2025","change","perct_change"
"1024 WOODLAND ST",37206,0,3,3,NA
"1026 MAXWELL AVE",37206,0,3,3,NA
"104 REP JOHN LEWIS WAY S",37203,0,3,3,NA
"1058 MURFREESBORO PIKE",37217,0,3,3,NA
"106 31ST AVE S",37203,0,3,3,NA
"1062 CAPITOL PT",37203,0,3,3,NA
"109 29TH AVE N",37203,0,3,3,NA
"109 EWING DR",37207,1,4,3,300
"11 HARDING MALL DR",37211,0,3,3,NA
"1101 CATINA DR",37217,0,3,3,NA
"1102 GRUNDY ST",37203,0,3,3,NA
"111 MARGARET ST",37115,0,3,3,NA
"111 N 1ST ST",37213,15,18,3,20
"114 HILLCREST DR",NA,0,3,3,NA
"1144 SHIRE DR",37013,0,3,3,NA
"115 2ND AVE N",37201,0,3,3,NA
"115 UNIVERSITY CT",37210,2,5,3,150
"1151 CAHAL AVE",37206,0,3,3,NA
"1151 DEFORD BAILEY AVE",37203,0,3,3,NA
"116 SHELBY ST",37138,1,4,3,300
"118 8TH AVE S",37203,2,5,3,150
"118 CHARLES E DAVIS BLVD",37210,0,3,3,NA
"1191 MURFREESBORO PIKE",37217,2,5,3,150
"120 2ND AVE N",37201,0,3,3,NA
"120 OAK VALLEY DR",37072,0,3,3,NA
"1200 GALLATIN PIKE S",37115,0,3,3,NA
"1225 LEWIS ST",37210,0,3,3,NA
"1239 6TH AVE N",37208,0,3,3,NA
"125 LAFAYETTE ST",37210,1,4,3,300
"1256 N AVONDALE CIR",37207,0,3,3,NA
"127 GALLATIN PIKE N",37115,0,3,3,NA
"1300 BESSIE AVE",37207,0,3,3,NA
"1302 BERRY ST",37138,0,3,3,NA
"1302 MAGNOLIA RD",37204,0,3,3,NA
"1308 DALEMERE DR",37207,2,5,3,150
"131 2ND AVE N",37201,0,3,3,NA
"1310 ANTIOCH PIKE",37211,1,4,3,300
"1311 LITTLE HAMILTON AVE",37203,0,3,3,NA
"1311 NEELYS BEND RD",37115,0,3,3,NA
"13153 OLD HICKORY BLVD",37013,3,6,3,100
"1316 DICKERSON PIKE S",37072,1,4,3,300
"132 CHARLES E DAVIS BLVD",37210,0,3,3,NA
"1344 14TH AVE S",37212,1,4,3,300
"1350 ROSA L PARKS BLVD",37208,1,4,3,300
"141 UNIVERSITY CT",37210,0,3,3,NA
"1411 INDIAN WOODS DR",37115,0,3,3,NA
"1414 4TH AVE N",37208,0,3,3,NA
"1414 9TH AVE N",37208,0,3,3,NA
"1425 GALLATIN PIKE N",37115,0,3,3,NA
"143 UNIVERSITY CT",37210,0,3,3,NA
"1433 JACKSON ST",37208,0,3,3,NA
"1436 PLEASANT HILL RD",37214,0,3,3,NA
"148 TWO MILE PIKE",37072,0,3,3,NA
"1501 DEMONBREUN ST",37203,5,8,3,60
"1501 ELIZABETH RD",37218,0,3,3,NA
"1501 WOODLAND POINTE DR",37214,2,5,3,150
"1508 GALLATIN PIKE S",37115,0,3,3,NA
"152 DELLWAY VILLA RD",37207,0,3,3,NA
"155 UNIVERSITY CT",37210,0,3,3,NA
"1584 GALLATIN PIKE N",37115,1,4,3,300
"1600 DEBOW ST",37138,1,4,3,300
"1601 DEBOW ST",37138,1,4,3,300
"1607 LILLIAN ST",37206,0,3,3,NA
"1618 DR D B TODD JR BLVD",37208,0,3,3,NA
"162 3RD AVE N",37201,1,4,3,300
"1659 TREUTLAN PL",37207,0,3,3,NA
"167 LAFAYETTE ST",37210,3,6,3,100
"170 1ST AVE N",37201,1,4,3,300
"170 4TH AVE N",37219,0,3,3,NA
"1701 SHARPE AVE",37206,0,3,3,NA
"1719 10TH AVE N",37208,0,3,3,NA
"1719 WEST END AVE",37203,0,3,3,NA
"1721 10TH AVE N",37208,0,3,3,NA
"1722 CAMPBELL RD",37072,0,3,3,NA
"1723 10TH AVE N",37208,0,3,3,NA
"1745 DR D B TODD JR BLVD",37208,9,12,3,33
"1800 JEFFERSON ST",37208,5,8,3,60
"1809 15TH AVE N",37208,0,3,3,NA
"1901 WEST END AVE",37203,0,3,3,NA
"1908 BROADWAY",37203,0,3,3,NA
"1909 MCGAVOCK PIKE",37216,0,3,3,NA
"1916 DR D B TODD JR BLVD",37208,0,3,3,NA
"1919 WEST END AVE",37203,0,3,3,NA
"1ST AVE S & SHELBY ST PEDESTRIAN BRIDGE GRN",37201,0,3,3,NA
"200 4TH AVE N",37219,0,3,3,NA
"200 LARGO DR",37211,0,3,3,NA
"2000 GALLATIN PIKE N",37115,1,4,3,300
"2003 HICKORY HOLLOW TER",37013,0,3,3,NA
"2012 S HAMILTON RD",37218,1,4,3,300
"203 PEBBLE BRK",37221,0,3,3,NA
"204 SAFE HARBOR DR",37072,1,4,3,300
"204 WHITE BRIDGE PIKE",37209,0,3,3,NA
"205 CANEEL CV",37076,0,3,3,NA
"2069 WHITNEY AVE",37210,0,3,3,NA
"2071 OAKWOOD AVE",37207,0,3,3,NA
"208 ROOSEVELT AVE",37115,0,3,3,NA
"2088 GALLATIN PIKE N",37115,0,3,3,NA
"209 HOLT HILLS RD",37211,1,4,3,300
"20TH AVE N / CHURCH ST",37203,0,3,3,NA
"210 CROSSINGS PL",37013,2,5,3,150
"2100 FERNWOOD DR",37216,1,4,3,300
"2100 WEST END AVE",37203,0,3,3,NA
"2101 MURFREESBORO PIKE",37217,1,4,3,300
"2102 GALLATIN PIKE N",37115,2,5,3,150
"212 RIDGEWAY DR",37214,0,3,3,NA
"215 DELLWAY VILLA RD",37207,0,3,3,NA
"215 PEACHTREE ST",37210,0,3,3,NA
"218 CHARLES E DAVIS BLVD",37210,0,3,3,NA
"2190 GALLATIN PIKE N",37115,1,4,3,300
"220 SLAYTON DR",37115,1,4,3,300
"2200 NOLENSVILLE PIKE",37210,6,9,3,50
"221 E CEDAR ST",37072,0,3,3,NA
"2228 GALLATIN PIKE N",37115,0,3,3,NA
"226 HICKORY TRACE DR",37211,0,3,3,NA
"229 MANZANO RD",37115,0,3,3,NA
"230 4TH AVE N",37219,0,3,3,NA
"2300 ELM HILL PIKE",37214,0,3,3,NA
"2306 BRICK CHURCH PIKE",37207,2,5,3,150
"2317 FOSTER AVE",37210,0,3,3,NA
"2320 TWO RIVERS PKWY",37214,1,4,3,300
"234 BONNALYNN DR",37076,2,5,3,150
"235 LONG HOLLOW PIKE",37072,0,3,3,NA
"2350 8TH AVE S",37204,0,3,3,NA
"237 HERMITAGE AVE",37210,0,3,3,NA
"238 LARGO DR",37211,0,3,3,NA
"2381 MURFREESBORO PIKE",37217,0,3,3,NA
"2394 LEBANON PIKE",37214,6,9,3,50
"2401 LAKESHORE DR",37138,1,4,3,300
"2401 MUSIC VALLEY DR",37214,2,5,3,150
"2417 WEST END AVE",37203,0,3,3,NA
"2434 ANSON LN",37013,0,3,3,NA
"250 S 4TH ST",37206,0,3,3,NA
"2521 CLARKSVILLE PIKE",37208,0,3,3,NA
"2525 ELM HILL PIKE",37214,7,10,3,43
"2531 STINSON RD",37214,0,3,3,NA
"254 LONG HOLLOW PIKE",37072,1,4,3,300
"26 TUSCULUM RD",37013,1,4,3,300
"2603 WEST END AVE",37203,0,3,3,NA
"2615 ELM HILL PIKE",37214,1,4,3,300
"2686 OLD MATTHEWS RD",37207,0,3,3,NA
"2787 MURFREESBORO PIKE",37013,0,3,3,NA
"2800 OPRYLAND DR",37214,13,16,3,23
"2807 NOLENSVILLE PIKE",37211,0,3,3,NA
"2834 VISTA LN",37207,0,3,3,NA
"2864 EVERGREEN RIDGE PT",37217,0,3,3,NA
"2901 OLD FRANKLIN RD",37013,0,3,3,NA
"2906 10TH AVE S",37204,0,3,3,NA
"2917 DICKERSON PIKE",37207,0,3,3,NA
"2950 NOLENSVILLE PIKE",37211,2,5,3,150
"2ND AVE S & SHELBY ST PEDESTRIAN BRIDGE GRN",37201,0,3,3,NA
"2ND AVE S / KOREAN VETERANS BLVD",37201,0,3,3,NA
"2ND AVE S / SHELBY ST PEDESTRIAN BRIDGE GRN",37201,0,3,3,NA
"300 1ST AVE S",37201,0,3,3,NA
"300 BAKERTOWN RD",37013,9,12,3,33
"3000 HILLSBORO PIKE",37215,0,3,3,NA
"301 E THOMPSON LN",37217,2,5,3,150
"301 EAST THOMPSON LN",37217,3,6,3,100
"301 WALTON LN",37115,0,3,3,NA
"305 W TRINITY LN",37207,1,4,3,300
"3053 DICKERSON PIKE",37207,5,8,3,60
"307 DUKE ST",37207,0,3,3,NA
"310 BROADWAY",37201,0,3,3,NA
"313 HARDING PL",37211,1,4,3,300
"314 11TH AVE S",37203,0,3,3,NA
"316 BRENTWOOD OAKS DR",37211,0,3,3,NA
"316 RURAL HILL RD",37217,0,3,3,NA
"3176 EWINGDALE DR",37207,1,4,3,300
"3200 CLARKSVILLE PIKE",37218,2,5,3,150
"3216 GRACE CREST PT",37217,0,3,3,NA
"323 OPRY MILLS DR",37115,0,3,3,NA
"3245 NEW TOWNE RD",37013,0,3,3,NA
"328 FAIRLANE DR",37211,0,3,3,NA
"3300 DICKERSON PIKE",37207,2,5,3,150
"3300 MURFREESBORO PIKE",37013,0,3,3,NA
"3317 COCOA DR",37218,0,3,3,NA
"3409 GALLATIN PIKE",37216,0,3,3,NA
"341 MONACO DR",37076,0,3,3,NA
"3410 CLARKSVILLE PIKE",37218,2,5,3,150
"3441 DICKERSON PIKE",37115,5,8,3,60
"3441 LEBANON PIKE",37076,1,4,3,300
"3454 PERCY PRIEST DR",37214,1,4,3,300
"3460 DICKERSON PIKE",37207,2,5,3,150
"35 LINDSLEY AVE",37210,0,3,3,NA
"3500 MURFREESBORO PIKE",37013,0,3,3,NA
"3514 SAINDON ST",37211,0,3,3,NA
"3600 HILLSBORO PIKE",37215,1,4,3,300
"3604 FAIRVIEW DR",37218,0,3,3,NA
"3635 REDMON ST",37209,0,3,3,NA
"365 HARDING PL",37211,2,5,3,150
"3705 VILLAGE TRL",37207,0,3,3,NA
"3709 CHESAPEAKE DR",37207,4,7,3,75
"3715 FOLKSTONE DR",37013,0,3,3,NA
"3740 DICKERSON PIKE",37207,1,4,3,300
"3752 SPRINGWATER DR",37221,0,3,3,NA
"3863 DICKERSON PIKE",37207,2,5,3,150
"3920 MEADOW RD",37218,1,4,3,300
"3RD AVE S & DEMONBREUN ST",37201,0,3,3,NA
"3RD AVE S / MOLLOY ST",37201,0,3,3,NA
"4 ACADEMY PL",37210,0,3,3,NA
"400 DR MARTIN L KING JR BLVD(WEGO)",37219,0,3,3,NA
"4000 GALLATIN PIKE",37216,0,3,3,NA
"401 11TH AVE S",37203,0,3,3,NA
"401 KOREAN VETERANS BLVD",37201,0,3,3,NA
"403 AMBERWOOD CIR",37221,0,3,3,NA
"4042 SHURGARD WAY",NA,0,3,3,NA
"405 GREGG CT",37217,0,3,3,NA
"4060 ANDERSON RD",37076,0,3,3,NA
"4097 NOLENSVILLE PIKE",37211,0,3,3,NA
"411 HARDING PL",37211,0,3,3,NA
"411 METROPLEX DR",37211,0,3,3,NA
"4121 LEBANON PIKE",37076,0,3,3,NA
"415 4TH AVE S",37201,1,4,3,300
"4311 SIDCO DR",37204,10,13,3,30
"4312 GALLATIN PIKE",37216,0,3,3,NA
"4406 CENTRAL VALLEY DR",37076,0,3,3,NA
"444 MURFREESBORO PIKE",37210,3,6,3,100
"4471 CATO RD",37218,0,3,3,NA
"449 DENNIS DR",37207,0,3,3,NA
"449 FRANKLIN LIMESTONE RD",37217,2,5,3,150
"4500 TENNESSEE AVE",37209,0,3,3,NA
"4646 NOLENSVILLE PIKE",37211,1,4,3,300
"4711 CHARLOTTE AVE",37209,0,3,3,NA
"4831 NOLENSVILLE PIKE",37211,0,3,3,NA
"4880 NOLENSVILLE PIKE",37211,0,3,3,NA
"4905 EDMONDSON PIKE",37211,0,3,3,NA
"500 MAIN ST",37206,9,12,3,33
"5002 BROADWAY PL",37203,0,3,3,NA
"501 FOREST PARK RD",37115,0,3,3,NA
"501 REP JOHN LEWIS WAY S",37203,0,3,3,NA
"504 RED HILL CT",37013,0,3,3,NA
"5042 LINBAR DR",37211,0,3,3,NA
"5069 BROADWAY PL",37203,0,3,3,NA
"508 VALOR WAY",37013,0,3,3,NA
"5095 RIDGE RD",37080,1,4,3,300
"510 BASSWOOD AVE",37209,0,3,3,NA
"514 S 6TH ST",37206,0,3,3,NA
"5141 ROXBOROUGH DR",37076,0,3,3,NA
"516 LEA AVE",37203,0,3,3,NA
"518 CHANDLER PL",37076,0,3,3,NA
"5211 HICKORY HOLLOW PKWY",37013,0,3,3,NA
"5225 OLD HICKORY BLVD",37076,0,3,3,NA
"5260 HICKORY HOLLOW PKWY",37013,1,4,3,300
"536 AMQUIWOOD CT",37115,0,3,3,NA
"545 DONELSON PIKE",37214,2,5,3,150
"552 GLASTONBURY RD",37217,0,3,3,NA
"555 N DUPONT AVE",37115,2,5,3,150
"5646 AMALIE DR",37211,5,8,3,60
"5701 EDMONDSON PIKE",37211,0,3,3,NA
"5744 NOLENSVILLE PIKE",37211,2,5,3,150
"5901 OLD HICKORY BLVD",37076,2,5,3,150
"6 UNIVERSITY CT",37210,0,3,3,NA
"600 CREATIVE WAY",37115,0,3,3,NA
"600 HERITAGE DR",37115,4,7,3,75
"608 S 6TH ST",37206,0,3,3,NA
"609 LAFAYETTE ST",37203,1,4,3,300
"610 DEW ST",37206,0,3,3,NA
"611 CHARLES E DAVIS BLVD",37210,3,6,3,100
"612 S 7TH ST",37206,0,3,3,NA
"6128 STILLMEADOW DR",37211,0,3,3,NA
"615 LENORE ST",37206,0,3,3,NA
"620 ROYAL PKWY",37214,0,3,3,NA
"621 S 7TH ST",37206,0,3,3,NA
"622 3RD AVE S",37210,0,3,3,NA
"623 HARDING PL",37211,0,3,3,NA
"623 WHISPERING HILLS DR",37211,0,3,3,NA
"626 CHARLES E DAVIS BLVD",37210,0,3,3,NA
"628 S 7TH ST",37206,0,3,3,NA
"630 GALLATIN PIKE S",37115,0,3,3,NA
"631 S 7TH ST",37206,0,3,3,NA
"6369 IVY ST",37209,0,3,3,NA
"6418 CENTENNIAL BLVD",37209,8,11,3,38
"656 S 7TH ST",37206,0,3,3,NA
"664 MYATT DR",37072,0,3,3,NA
"682 CHEYENNE BLVD",37115,0,3,3,NA
"691 LEWIS ST",37210,0,3,3,NA
"6932 HIGHWAY 70 S",37221,0,3,3,NA
"6TH AVE S / PEABODY ST",37203,0,3,3,NA
"70 DONELSON ST",37210,0,3,3,NA
"7000 CHARLOTTE PIKE",37209,4,7,3,75
"701 DIVISION ST",37203,1,4,3,300
"7044 CHARLOTTE PIKE",37209,21,24,3,14
"706 OLD GLENROSE AVE",37210,0,3,3,NA
"707 CHEYENNE BLVD",37115,0,3,3,NA
"707 GLENVIEW DR",37206,0,3,3,NA
"7102 HIGHWAY 70 S",37221,0,3,3,NA
"714 S 8TH ST",37206,0,3,3,NA
"7354 CHARLOTTE PIKE",37209,0,3,3,NA
"737 NETHERLANDS DR",37076,0,3,3,NA
"7475 COCKRILL BEND BLVD",37209,18,21,3,17
"7609 GERALD DR",37080,1,4,3,300
"7657 HIGHWAY 70 S",37221,3,6,3,100
"766 DOUGLAS AVE",37206,0,3,3,NA
"7720 GREENBRIER RD",37080,0,3,3,NA
"795 MATTHEWS AVE",37216,0,3,3,NA
"7TH AVE N & HARRISON ST",37208,0,3,3,NA
"8 FERN AVE",37210,0,3,3,NA
"800 S 6TH ST",37206,0,3,3,NA
"8004 BROCKMAN LN",37211,0,3,3,NA
"805 CHADWELL DR",37115,0,3,3,NA
"808 GARFIELD ST",37208,0,3,3,NA
"81 DONELSON ST",37210,0,3,3,NA
"810 17TH AVE N",37208,0,3,3,NA
"818 3RD AVE S",37210,1,4,3,300
"824 DUE WEST AVE N",37115,0,3,3,NA
"830 GLASTONBURY RD",37217,6,9,3,50
"840 TODD PREIS DR",37221,0,3,3,NA
"840 YOUNGS LN",37207,0,3,3,NA
"841 BRILEY PKWY",37217,0,3,3,NA
"85 FAIN ST",37210,0,3,3,NA
"862 ROBINSON RD",37138,0,3,3,NA
"87 MAURY ST",37210,0,3,3,NA
"875 GRANADA AVE",37206,1,4,3,300
"89 HERMITAGE AVE",37210,0,3,3,NA
"900 CONFERENCE DR",37072,0,3,3,NA
"900 ROOSEVELT AVE",37115,0,3,3,NA
"910 EXCHANGE LN",37203,0,3,3,NA
"911 BUCHANAN ST",37208,0,3,3,NA
"913 GALLATIN PIKE S",37115,0,3,3,NA
"917 WOODLAND ST",37206,0,3,3,NA
"940 SEYMOUR AVE",37206,0,3,3,NA
"959 BRESSLYN RD",37205,0,3,3,NA
"995 THOMPSON PL",37217,0,3,3,NA
"9TH AVE N & BROADWAY",37203,0,3,3,NA
"AVONDALE CIR / HAMPTON ST",37207,0,3,3,NA
"BELL RD & CANE RIDGE RD",37013,0,3,3,NA
"BROADWAY / 8TH AVE S",37203,0,3,3,NA
"CLAIBORNE ST & LAFAYETTE ST",37210,0,3,3,NA
"DICKERSON PIKE & BROADMOOR DR",37207,0,3,3,NA
"DICKERSON PIKE & EWING DR",37207,0,3,3,NA
"DR D B TODD JR BLVD & BUCHANAN ST",37208,0,3,3,NA
"EXIT 52 I24 W",37217,0,3,3,NA
"HERMITAGE AVE & PEABODY ST",37210,0,3,3,NA
"LOT R",37213,0,3,3,NA
"METROPLEX DR & HARDING PL",37211,0,3,3,NA
"MM 52 0 I24 E2",37210,0,3,3,NA
"MURFREESBORO PIKE / SPENCE LN",37217,0,3,3,NA
"REP JOHN LEWIS WAY N / COMMERCE ST",37219,0,3,3,NA
"REP JOHN LEWIS WAY S & BROADWAY",37203,0,3,3,NA
"REP JOHN LEWIS WAY S / BROADWAY",37203,0,3,3,NA
"1 MUSIC SQ W",37203,2,4,2,100
"10 CENTURY BLVD",37214,2,4,2,100
"1000 57TH AVE N",37209,0,2,2,NA
"1000 ACORN DR",37210,2,4,2,100
"1000 DONELSON AVE",37138,2,4,2,100
"1001 BROADWAY",37203,0,2,2,NA
"1001 DUE WEST VALLEY DR",37115,0,2,2,NA
"1008 WOODLAND ST",37206,0,2,2,NA
"101 UNION ST",37201,0,2,2,NA
"1019 PATRICIA DR",37217,5,7,2,40
"102 FANNIN DR",37072,0,2,2,NA
"102 GRAEME DR",37214,0,2,2,NA
"1021 MURFREESBORO PIKE",37217,0,2,2,NA
"1022 VIRGINIA AVE",37216,0,2,2,NA
"103 21ST AVE S",37212,0,2,2,NA
"103 BURNING TREE DR",37076,0,2,2,NA
"103 SARVER AVE",37076,0,2,2,NA
"1035 14TH AVE N",37208,0,2,2,NA
"1036 PATIO DR",37214,1,3,2,200
"104 DOWNWIND CT",37217,0,2,2,NA
"1048 COLO TRL",37013,0,2,2,NA
"105 21ST AVE S",37212,0,2,2,NA
"105 BROADWAY",37201,2,4,2,100
"105 EWING DR",37207,0,2,2,NA
"105 UNIVERSITY CT",37210,0,2,2,NA
"107 HAYNES PARK CT",37218,0,2,2,NA
"107 HERITAGE TRACE DR",37115,0,2,2,NA
"108 BONNABROOK DR",37076,0,2,2,NA
"108 SCENIC VIEW RD",37138,0,2,2,NA
"108 SHELBY ST",37138,1,3,2,200
"109 COLONY PT E",37217,0,2,2,NA
"109 ENCLAVE CIR",37211,0,2,2,NA
"1098 CLEECES FERRY RD",37209,1,3,2,200
"1098 MURFREESBORO PIKE",37217,0,2,2,NA
"11 CARROLL ST",37210,0,2,2,NA
"110 4TH AVE S",37201,1,3,2,200
"110 ARCHWOOD PL",37115,1,3,2,200
"110 GALLATIN AVE",37206,1,3,2,200
"110 OAK VALLEY DR",37207,6,8,2,33
"1100 BELL RD",37013,6,8,2,33
"1100 FORT NEGLEY BLVD",37203,0,2,2,NA
"1100 HAMMAN HILL LN",37211,0,2,2,NA
"1100 MURFREESBORO PIKE",37217,0,2,2,NA
"1101 8TH AVE S",37203,0,2,2,NA
"1102 EASTDALE AVE",37216,0,2,2,NA
"1103 FOREST RIDGE WAY",37076,0,2,2,NA
"1104 16TH AVE S",37212,0,2,2,NA
"1106 RURAL HILL RD",37217,0,2,2,NA
"111 ACKLEN PARK DR",37203,3,5,2,67
"111 CANDY LN",37211,0,2,2,NA
"111 STAR BLVD",37115,0,2,2,NA
"1111 GALLATIN AVE",37206,0,2,2,NA
"1111 GALLATIN PIKE S",37115,0,2,2,NA
"1117 N 5TH ST",37207,0,2,2,NA
"1118 MENZLER RD",37210,0,2,2,NA
"1120 LITTON AVE",37216,2,4,2,100
"1120 MCGAVOCK ST",37203,0,2,2,NA
"1120 MURFREESBORO PIKE",37217,0,2,2,NA
"1121 RIVERBIRCH WAY",37076,0,2,2,NA
"1122 LITTON AVE",37216,0,2,2,NA
"1129 DUE WEST AVE N",37115,0,2,2,NA
"1129 PALMER AVE",37115,0,2,2,NA
"113 2ND AVE N",37201,0,2,2,NA
"113 UNIVERSITY CT",37205,0,2,2,NA
"1133 E OLD HICKORY BLVD",37115,0,2,2,NA
"1133 VULTEE BLVD",37217,0,2,2,NA
"1142 GALLATIN PIKE S",37115,0,2,2,NA
"115 FOREST PARK RD",37115,0,2,2,NA
"1157 LAKEWALK DR",37013,0,2,2,NA
"116 MCFERRIN AVE",37206,0,2,2,NA
"116 S MAIN ST",37072,0,2,2,NA
"1164 MURFREESBORO PIKE",37217,0,2,2,NA
"1173 MURFREESBORO PIKE",37217,2,4,2,100
"118 12TH AVE S",37203,0,2,2,NA
"1188 MURFREESBORO PIKE",37217,0,2,2,NA
"119 3RD AVE S",37201,0,2,2,NA
"119 DENISE DR",37013,0,2,2,NA
"119 WELWORTH ST",37115,1,3,2,200
"1190 GALLATIN PIKE S",37115,2,4,2,100
"1195 WEDGEWOOD AVE",37203,5,7,2,40
"11TH AVE S / HORTON AVE",37203,0,2,2,NA
"12 N HILL ST",37210,0,2,2,NA
"1200 AVONDALE CIR",37207,0,2,2,NA
"1208 BUBBLING WELL RD",37115,0,2,2,NA
"1208 W H DAVIS DR",37208,0,2,2,NA
"1209 GALLATIN PIKE S",37115,0,2,2,NA
"121 3RD AVE S",37201,0,2,2,NA
"1212 MURFREESBORO PIKE",37217,0,2,2,NA
"1215 CHEYENNE BLVD",37115,0,2,2,NA
"1216 LEWIS ST",37210,0,2,2,NA
"1216 ORCHARD MOUNTAIN CT",37013,0,2,2,NA
"1216 SPRINGWOOD DR",37076,0,2,2,NA
"1218 MURFREESBORO PIKE",37217,0,2,2,NA
"122 CEDARWOOD LN",37115,0,2,2,NA
"122 MCKINLEY ST",37115,1,3,2,200
"122 W MONTICELLO AVE",37115,0,2,2,NA
"1220 LEWIS ST",37210,0,2,2,NA
"1221 CLUB PKWY",37221,0,2,2,NA
"1221 GALLATIN PIKE S",37216,0,2,2,NA
"123 2ND AVE N",37201,0,2,2,NA
"1232 FOSTER AVE",37210,0,2,2,NA
"1234 3RD AVE S",37210,0,2,2,NA
"1234 KENMORE PL",37216,0,2,2,NA
"1237 PIERCE RD",37115,0,2,2,NA
"1244 3RD AVE N",37208,0,2,2,NA
"1250 FOSTER AVE",37210,0,2,2,NA
"1251 NEELYS BEND RD",37115,2,4,2,100
"126 3RD AVE N",37201,0,2,2,NA
"127 ROSA L PARKS BLVD",37203,0,2,2,NA
"127 UNIVERSITY CT",37210,0,2,2,NA
"128 LAFAYETTE ST",37210,0,2,2,NA
"12TH AVE S / MCGAVOCK ST",37203,0,2,2,NA
"130 3RD AVE N",37201,0,2,2,NA
"13011 OLD HICKORY BLVD",37086,8,10,2,25
"13016 OLD HICKORY BLVD",37013,1,3,2,200
"1305 ANTIOCH PIKE",37211,1,3,2,200
"1305 BESSIE AVE",37207,0,2,2,NA
"1305 BUSIRIS DR",37076,0,2,2,NA
"1307 EDGEHILL AVE",37212,0,2,2,NA
"1307 PIERCE RD",37115,0,2,2,NA
"1309 BELL RD",37013,1,3,2,200
"131 FRENCH LANDING DR",37228,2,4,2,100
"131 GALLATIN PIKE S",37115,0,2,2,NA
"1312 ZERMATT AVE",37211,0,2,2,NA
"1319 QUAIL VALLEY RD",37214,0,2,2,NA
"135 FERN AVE",37228,0,2,2,NA
"135 HICKORY TRACE DR",37211,0,2,2,NA
"136 LAFAYETTE ST",37210,1,3,2,200
"136 VILLAGE GREEN DR",37217,0,2,2,NA
"1360 11TH AVE S",37203,0,2,2,NA
"138 GALLATIN PIKE S",37115,0,2,2,NA
"1384 14TH AVE S",37212,0,2,2,NA
"139 JACKSONIAN DR",37076,0,2,2,NA
"1397 FLORENCE AVE",37115,0,2,2,NA
"14 CLAIBORNE ST",37210,0,2,2,NA
"14 UNIVERSITY CT",37210,0,2,2,NA
"1400 EAGLE VIEW BLVD",37013,15,17,2,13
"1400 WOODLAND ST",37206,0,2,2,NA
"14016 OLD HICKORY BLVD",37013,0,2,2,NA
"1402 IRELAND ST",37208,0,2,2,NA
"1403 DOUBLETREE LN",37217,0,2,2,NA
"1404 BROADWAY",37203,3,5,2,67
"1408 9TH AVE N",37208,0,2,2,NA
"1408 HICKORY HOLLOW TER",37013,0,2,2,NA
"1411 IRELAND ST",37208,0,2,2,NA
"1411 JACKSON ST",37208,0,2,2,NA
"1414 DICKERSON PIKE",37207,1,3,2,200
"142 CHARLES E DAVIS BLVD",37210,0,2,2,NA
"142 SADDLE TREE DR",37076,0,2,2,NA
"1420 DONELSON PIKE",37217,0,2,2,NA
"1425 PELLICAN PT",37115,0,2,2,NA
"1431 DICKERSON PIKE",37207,0,2,2,NA
"1444 SNELL BLVD",37218,2,4,2,100
"1475 COUNTY HOSPITAL RD",37218,1,3,2,200
"14TH AVE N / BROADWAY",37203,0,2,2,NA
"1500 BELL RD",37013,0,2,2,NA
"15001 OLD HICKORY BLVD",37211,0,2,2,NA
"1501 ROSA L PARKS BLVD",37208,1,3,2,200
"1504 FATHERLAND ST",37206,0,2,2,NA
"1506 9TH AVE N",37208,0,2,2,NA
"1506 DICKERSON PIKE",37207,1,3,2,200
"151 STONERS GLEN DR",37076,0,2,2,NA
"1515 WEDGEWOOD AVE",37212,0,2,2,NA
"1516 GALLATIN PIKE S",37115,4,6,2,50
"1518 DOUBLETREE LN",37217,0,2,2,NA
"1528 9TH AVE N",37208,0,2,2,NA
"1530 DELTA AVE",37208,0,2,2,NA
"1536 9TH AVE N",37208,0,2,2,NA
"1541 MEADOW BEND DR",37115,0,2,2,NA
"155 LAFAYETTE ST",37210,0,2,2,NA
"15544 OLD HICKORY BLVD",37211,0,2,2,NA
"1578 GALLATIN PIKE N",37115,1,3,2,200
"1584 DELTA AVE",37208,0,2,2,NA
"1590 DELTA AVE",37208,0,2,2,NA
"1592 9TH AVE N",37208,0,2,2,NA
"1596 DELTA AVE",37208,0,2,2,NA
"1600 MCGAVOCK ST",37203,2,4,2,100
"1601 14TH AVE N",37208,0,2,2,NA
"1601 21ST AVE S",37232,0,2,2,NA
"1605 12TH AVE N",37208,0,2,2,NA
"1609 ROSA L PARKS BLVD",37208,0,2,2,NA
"1610 CHURCH ST",37203,0,2,2,NA
"1612 14TH AVE N",37208,0,2,2,NA
"1612 CARSON MEADOWS LN",37013,1,3,2,200
"1613 DORCHESTER AVE",37216,0,2,2,NA
"1614 17TH AVE N",37208,1,3,2,200
"1615 14TH AVE N",37208,0,2,2,NA
"1615 GALLATIN PIKE N",37115,0,2,2,NA
"1616 22ND AVE N",37208,0,2,2,NA
"1616 BELL RD",37211,0,2,2,NA
"1617 ESSEX AVE",37216,0,2,2,NA
"1618 17TH AVE S",37212,0,2,2,NA
"1618 BUCHANAN ST",37208,0,2,2,NA
"162 PRINTERS ALY",37219,0,2,2,NA
"166 ANTIOCH PIKE",37211,0,2,2,NA
"166 CHARLES E DAVIS BLVD",37210,0,2,2,NA
"1672 ANTIOCH PIKE",37013,0,2,2,NA
"168 CHARLES E DAVIS BLVD",37210,0,2,2,NA
